index,Date,Price,Open,High,Low,Volume,Chg%,NIFTY
335,13-Apr-21,75.26,75.029,75.546,74.965,0.97K,0.37%,14617.85
336,14-Apr-21,75.05,75.177,75.251,75.054,0.95K,-0.28%,14724.80
337,15-Apr-21,74.72,75.054,75.35,74.73,2.23K,-0.44%,14823.15
338,16-Apr-21,74.53,74.707,74.854,74.287,2.17K,-0.25%,14942.35
339,19-Apr-21,74.85,74.575,75.055,74.567,2.28K,0.43%,14850.75
340,20-Apr-21,75.38,74.687,75.461,74.507,2.25K,0.71%,14696.50
341,21-Apr-21,75.421,75.356,75.57,75.3,1.01K,0.05%,14677.80
342,22-Apr-21,75.11,75.427,75.435,74.845,2.23K,-0.41%,14923.15
343,23-Apr-21,74.92,75.123,75.126,74.755,2.33K,-0.25%,15108.10
344,26-Apr-21,74.73,74.75,74.917,74.669,4.55K,-0.25%,15030.15
345,27-Apr-21,74.58,74.79,74.839,74.505,4.75K,-0.20%,14906.05
346,28-Apr-21,74.489,74.625,74.63,74.287,4.63K,-0.12%,15175.30
347,29-Apr-21,74.09,74.22,74.293,73.953,5.13K,-0.54%,15197.70
348,30-Apr-21,74.05,74.155,74.222,73.945,4.84K,-0.05%,15208.45
349,03-May-21,73.81,74.279,74.332,73.82,3.98K,-0.32%,15301.45
350,04-May-21,73.76,73.868,73.978,73.765,4.50K,-0.07%,15337.85
351,05-May-21,73.8,73.788,74.048,73.752,4.07K,0.05%,15435.65
352,06-May-21,73.6,73.812,74.011,73.595,4.09K,-0.27%,15582.80
353,07-May-21,73.252,73.619,73.757,73.251,4.05K,-0.47%,15574.85
354,10-May-21,73.45,73.302,73.49,73.273,4.71K,0.27%,15576.20
355,11-May-21,73.37,73.5,73.546,73.281,4.42K,-0.11%,15690.35
356,12-May-21,73.53,73.38,73.544,73.368,2.14K,0.22%,15670.25
357,13-May-21,73.47,73.629,73.654,73.475,0.95K,-0.08%,15751.65
358,14-May-21,73.29,73.465,73.492,73.188,2.18K,-0.24%,15740.10
359,17-May-21,73.33,73.305,73.335,73.149,2.01K,0.05%,15635.35
360,18-May-21,73.05,73.219,73.271,72.956,2.11K,-0.38%,15737.75
361,19-May-21,73.21,73.139,73.257,72.931,2.15K,0.22%,15799.35
362,20-May-21,73.01,73.18,73.238,73.015,2.23K,-0.27%,15811.85
363,21-May-21,72.817,73.022,73.09,72.756,2.15K,-0.26%,15869.25
364,24-May-21,72.83,72.885,72.981,72.822,2.24K,0.02%,15767.55
365,25-May-21,72.79,72.867,72.885,72.745,2.19K,-0.05%,15691.40
366,26-May-21,72.72,72.805,72.805,72.627,1.01K,-0.10%,15683.35
367,27-May-21,72.7,72.704,72.796,72.501,2.30K,-0.03%,15746.50
368,28-May-21,72.4,72.69,72.69,72.315,2.28K,-0.41%,15772.75
369,31-May-21,72.511,72.395,72.656,72.343,4.12K,0.15%,15686.95
370,01-Jun-21,72.86,72.508,72.963,72.483,5.22K,0.48%,15790.45
371,02-Jun-21,72.95,72.86,73.325,72.855,5.36K,0.12%,15860.35
372,03-Jun-21,73.04,73.037,73.185,72.833,4.74K,0.12%,15814.70
373,04-Jun-21,72.86,73.032,73.133,72.819,4.68K,-0.25%,15748.45
374,07-Jun-21,72.786,72.92,72.939,72.741,2.31K,-0.10%,15721.50
375,08-Jun-21,72.95,72.796,72.978,72.763,2.14K,0.23%,15680.00
376,09-Jun-21,72.98,72.945,73.02,72.881,2.18K,0.04%,15722.20
377,10-Jun-21,73.07,72.965,73.134,72.932,2.03K,0.12%,15834.35
378,11-Jun-21,73.24,73.027,73.265,72.889,2.01K,0.23%,15818.25
379,14-Jun-21,73.18,73.282,73.307,73.099,2.09K,-0.08%,15879.65
380,15-Jun-21,73.35,73.228,73.378,73.151,1.99K,0.23%,15727.90
381,16-Jun-21,73.27,73.355,73.394,73.26,2.05K,-0.11%,15689.80
382,17-Jun-21,74.162,73.595,74.247,73.565,2.45K,1.22%,15692.60
383,18-Jun-21,74.1,74.19,74.283,73.804,2.62K,-0.08%,15812.35
384,21-Jun-21,74.13,74.094,74.338,74.053,5.28K,0.04%,15853.95
385,22-Jun-21,74.33,74.112,74.415,74.043,5.24K,0.27%,15924.20
386,23-Jun-21,74.14,74.345,74.398,74.054,4.45K,-0.26%,15923.40
387,24-Jun-21,74.18,74.223,74.274,74.111,4.46K,0.05%,15752.40
388,25-Jun-21,74.21,74.188,74.256,74.114,3.81K,0.04%,15632.10
389,28-Jun-21,74.27,74.183,74.317,74.161,1.87K,0.08%,15824.05
390,29-Jun-21,74.29,74.293,74.348,74.2,2.05K,0.03%,15856.05
391,30-Jun-21,74.36,74.215,74.471,74.205,2.16K,0.09%,15824.45
392,01-Jul-21,74.56,74.374,74.64,74.332,4.31K,0.27%,15746.45
393,02-Jul-21,74.512,74.561,74.885,74.504,5.00K,-0.06%,15709.40
394,05-Jul-21,74.288,74.553,74.57,74.262,4.33K,-0.30%,15778.45
395,06-Jul-21,74.582,74.328,74.625,74.236,4.97K,0.40%,15763.05
396,07-Jul-21,74.79,74.771,74.815,74.567,5.29K,0.28%,15885.15
397,08-Jul-21,74.73,74.759,74.87,74.652,4.73K,-0.08%,16130.75
398,09-Jul-21,74.485,74.772,74.787,74.47,4.47K,-0.33%,16258.80
399,12-Jul-21,74.53,74.552,74.673,74.402,4.52K,0.06%,16294.60
400,13-Jul-21,74.59,74.537,74.68,74.398,4.29K,0.08%,16238.20
401,14-Jul-21,74.46,74.672,74.675,74.459,4.35K,-0.17%,16258.25
402,15-Jul-21,74.54,74.454,74.575,74.434,2.27K,0.11%,16280.10
403,16-Jul-21,74.606,74.549,74.668,74.498,4.37K,0.09%,16282.25
404,19-Jul-21,74.851,74.702,75.031,74.691,4.36K,0.33%,16364.40
405,20-Jul-21,74.53,74.967,74.982,74.535,4.71K,-0.43%,16529.10
406,21-Jul-21,74.486,74.527,74.64,74.493,1.00K,-0.06%,16563.05
407,22-Jul-21,74.45,74.438,74.53,74.304,4.59K,-0.05%,16614.60
408,23-Jul-21,74.425,74.467,74.577,74.374,2.41K,-0.03%,16568.85
409,26-Jul-21,74.33,74.462,74.537,74.33,4.14K,-0.13%,16450.50
410,27-Jul-21,74.498,74.275,74.545,74.275,4.57K,0.23%,16496.45
411,28-Jul-21,74.49,74.546,74.549,74.309,4.09K,-0.01%,16624.60
412,29-Jul-21,74.245,74.382,74.431,74.218,4.20K,-0.33%,16634.65
413,30-Jul-21,74.337,74.252,74.45,74.245,4.27K,0.12%,16636.90
414,02-Aug-21,74.354,74.368,74.434,74.316,3.96K,0.02%,16705.20
415,03-Aug-21,74.249,74.335,74.382,74.203,4.25K,-0.14%,16931.05
416,04-Aug-21,74.149,74.218,74.261,74.081,4.22K,-0.13%,17132.20
417,05-Aug-21,74.098,74.175,74.29,74.086,2.41K,-0.07%,17076.25
418,06-Aug-21,74.24,74.082,74.247,74.045,2.41K,0.19%,17234.15
419,09-Aug-21,74.48,74.262,74.502,74.197,3.36K,0.32%,17323.60
420,10-Aug-21,74.43,74.453,74.507,74.334,4.42K,-0.07%,17377.80
421,11-Aug-21,74.253,74.425,74.495,74.201,4.00K,-0.24%,17362.10
422,12-Aug-21,74.31,74.1,74.339,74.1,4.21K,0.08%,17353.50
423,13-Aug-21,74.239,74.266,74.326,74.24,3.14K,-0.10%,17369.25
424,16-Aug-21,74.16,74.224,74.297,74.117,0.85K,-0.11%,17355.30
425,17-Aug-21,74.37,74.145,74.394,74.133,2.25K,0.28%,17380.00
426,18-Aug-21,74.28,74.338,74.354,74.227,1.92K,-0.12%,17519.45
427,19-Aug-21,74.37,74.285,74.458,74.261,1.05K,0.12%,17629.50
428,20-Aug-21,74.347,74.385,74.48,74.325,2.38K,-0.03%,17585.15
429,23-Aug-21,74.12,74.274,74.309,74.084,2.12K,-0.31%,17396.90
430,24-Aug-21,74.133,74.106,74.232,74.087,1.92K,0.02%,17562.00
431,25-Aug-21,74.11,74.145,74.305,74.12,2.14K,-0.03%,17546.65
432,26-Aug-21,74.15,74.1,74.275,74.094,2.19K,0.05%,17822.95
433,27-Aug-21,73.47,74.15,74.207,73.455,20.69K,-0.92%,17853.20
434,30-Aug-21,73.292,73.451,73.563,73.188,5.17K,-0.24%,17855.10
435,31-Aug-21,72.947,73.421,73.421,72.907,2.39K,-0.47%,17748.60
436,01-Sep-21,72.99,72.992,73.16,72.913,5.01K,0.06%,17711.30
437,02-Sep-21,72.993,72.987,73.126,72.94,4.52K,0.00%,17618.15
438,03-Sep-21,72.982,73.024,73.156,72.934,4.18K,-0.02%,17532.05
439,06-Sep-21,73.073,73.02,73.128,72.987,2.14K,0.12%,17691.25
440,07-Sep-21,73.44,73.1,73.496,73.06,4.82K,0.50%,17822.30
441,08-Sep-21,73.769,73.396,73.867,73.389,5.68K,0.45%,17646.00
442,09-Sep-21,73.52,73.732,73.873,73.485,6.04K,-0.34%,17790.35
443,10-Sep-21,73.517,73.557,73.577,73.382,1.43K,0.00%,17895.20
444,13-Sep-21,73.56,73.565,73.79,73.555,4.56K,0.06%,17945.95
445,14-Sep-21,73.64,73.536,73.73,73.526,5.00K,0.11%,17991.95
446,15-Sep-21,73.44,73.647,73.74,73.421,4.99K,-0.27%,18161.75
447,16-Sep-21,73.57,73.45,73.618,73.335,5.41K,0.18%,18338.55
448,17-Sep-21,73.64,73.542,73.66,73.413,5.31K,0.10%,18477.05
449,20-Sep-21,73.646,73.847,73.858,73.615,5.14K,0.01%,18418.75
450,21-Sep-21,73.74,73.65,73.765,73.555,4.89K,0.13%,18266.60
451,22-Sep-21,73.8,73.757,73.935,73.655,5.26K,0.08%,18178.10
452,23-Sep-21,73.8,73.875,73.913,73.594,5.42K,0.00%,18114.90
453,24-Sep-21,73.813,73.844,73.877,73.615,4.78K,0.02%,18125.40
454,27-Sep-21,73.82,73.69,73.886,73.61,4.95K,0.01%,18268.40
455,28-Sep-21,74.19,73.8,74.254,73.729,5.47K,0.50%,18210.95
456,29-Sep-21,74.276,74.157,74.343,74.079,5.50K,0.12%,17857.25
457,30-Sep-21,74.164,74.325,74.368,74.121,5.20K,-0.15%,17671.65
458,01-Oct-21,74.131,74.185,74.375,74.081,5.44K,-0.05%,17929.65
459,04-Oct-21,74.568,74.145,74.598,74.12,3.00K,0.59%,17888.95
460,05-Oct-21,74.54,74.573,74.673,74.409,5.78K,-0.04%,17829.20
461,06-Oct-21,74.758,74.532,75.057,74.52,5.69K,0.29%,17916.80
462,07-Oct-21,74.805,74.768,74.935,74.699,6.98K,0.06%,18068.55
463,08-Oct-21,75.112,74.851,75.183,74.824,3.16K,0.41%,18044.25
464,11-Oct-21,75.383,75.125,75.544,75.052,6.50K,0.36%,18017.20
465,12-Oct-21,75.468,75.44,75.683,75.161,6.49K,0.11%,17873.60
466,13-Oct-21,75.287,75.503,75.522,75.178,5.88K,-0.24%,18102.75
467,14-Oct-21,74.976,75.266,75.369,74.97,5.45K,-0.41%,18109.45
468,15-Oct-21,75.013,74.99,75.074,74.881,2.33K,0.05%,17999.20
469,18-Oct-21,75.19,75.034,75.394,75.034,5.07K,0.24%,17898.65
470,19-Oct-21,75.101,75.24,75.275,74.877,1.38K,-0.12%,17764.80
471,20-Oct-21,74.79,75.085,75.192,74.748,5.36K,-0.41%,17416.55
472,21-Oct-21,74.869,74.825,74.929,74.689,5.31K,0.11%,17503.35
473,22-Oct-21,74.994,74.884,75.009,74.672,4.92K,0.17%,17415.05
474,25-Oct-21,75.017,74.96,75.187,74.887,48.09K,0.03%,17536.25
475,26-Oct-21,74.937,75.022,75.174,74.862,57.98K,-0.11%,17026.45
476,27-Oct-21,75.064,74.942,75.11,74.884,68.68K,0.17%,17053.95
477,28-Oct-21,74.783,75.069,75.144,74.75,67.43K,-0.37%,16983.20
478,29-Oct-21,74.915,74.788,75.034,74.74,67.39K,0.18%,17166.90
479,01-Nov-21,74.832,74.96,75.045,74.794,51.38K,-0.11%,17401.65
480,02-Nov-21,74.69,74.837,74.91,74.57,65.81K,-0.19%,17196.70
481,03-Nov-21,74.447,74.7,74.745,74.394,77.19K,-0.33%,16912.25
482,04-Nov-21,74.543,74.45,74.567,74.229,67.66K,0.13%,17176.70
483,05-Nov-21,74.174,74.548,74.57,74.164,53.61K,-0.49%,17469.75
484,08-Nov-21,73.904,74.221,74.283,73.876,5.39K,-0.36%,17516.85
485,09-Nov-21,74.17,73.925,74.175,73.834,5.54K,0.36%,17511.30
486,10-Nov-21,74.398,74.175,74.428,74.064,6.99K,0.31%,17368.25
487,11-Nov-21,74.296,74.41,74.592,74.274,5.77K,-0.14%,17324.90
488,12-Nov-21,74.342,74.341,74.545,74.287,5.29K,0.06%,17221.40
489,15-Nov-21,74.375,74.373,74.495,74.315,4.84K,0.04%,17248.40
490,16-Nov-21,74.452,74.438,74.535,74.284,6.39K,0.10%,16985.20
491,17-Nov-21,74.238,74.457,74.546,74.211,6.50K,-0.29%,16614.20
492,18-Nov-21,74.16,74.316,74.34,74.014,5.16K,-0.11%,16770.85
493,19-Nov-21,74.333,74.19,74.497,74.187,0.39K,0.23%,16955.45
494,22-Nov-21,74.428,74.345,74.516,74.286,4.65K,0.13%,17072.60
495,23-Nov-21,74.43,74.44,74.586,74.359,7.22K,0.00%,17003.75
496,24-Nov-21,74.605,74.426,74.622,74.31,4.43K,0.24%,17086.25
497,25-Nov-21,74.475,74.625,74.625,74.448,5.26K,-0.17%,17233.25
498,26-Nov-21,75.04,74.605,75.085,74.562,4.57K,0.76%,17213.60
499,29-Nov-21,75.033,74.838,75.174,74.791,3.08K,-0.01%,17203.95
500,30-Nov-21,75.09,75.05,75.201,74.847,4.96K,0.08%,17354.05
501,01-Dec-21,75.004,75.08,75.08,74.789,6.39K,-0.11%,17625.70
502,02-Dec-21,74.972,75.016,75.088,74.891,5.00K,-0.04%,17805.25
503,03-Dec-21,75.224,75.02,75.349,74.936,5.17K,0.34%,17925.25
504,06-Dec-21,75.39,75.198,75.478,75.183,2.46K,0.22%,17745.90
505,07-Dec-21,75.391,75.39,75.502,75.259,5.38K,0.00%,17812.70
506,08-Dec-21,75.358,75.415,75.569,75.3,5.39K,-0.04%,18003.30
507,09-Dec-21,75.583,75.394,75.688,75.382,5.23K,0.30%,18055.75
508,10-Dec-21,75.692,75.613,75.864,75.577,5.04K,0.14%,18212.35
509,13-Dec-21,75.76,75.685,75.811,75.57,4.90K,0.09%,18257.80
510,14-Dec-21,76.04,75.787,76.045,75.763,4.87K,0.37%,18255.75
511,15-Dec-21,76.34,76.099,76.419,76.025,2.85K,0.39%,18308.10
512,16-Dec-21,76.156,76.178,76.32,76.063,2.69K,-0.24%,18113.05
513,17-Dec-21,75.985,76.19,76.286,75.943,5.47K,-0.22%,17938.40
514,20-Dec-21,75.72,76.036,76.183,75.73,4.73K,-0.35%,17757.00
515,21-Dec-21,75.69,75.793,75.804,75.394,5.36K,-0.04%,17617.15
516,22-Dec-21,75.44,75.683,75.683,75.431,4.63K,-0.33%,17149.10
517,23-Dec-21,75.02,75.495,75.496,75.035,4.91K,-0.56%,17277.95
518,24-Dec-21,74.975,75.04,75.202,74.973,3.83K,-0.06%,17110.15
519,27-Dec-21,74.96,75.024,75.179,74.945,4.40K,-0.02%,17101.95
520,28-Dec-21,74.7,74.953,75,74.592,5.12K,-0.35%,17339.85
521,29-Dec-21,74.56,74.765,74.86,74.567,5.16K,-0.19%,17576.85
522,30-Dec-21,74.4,74.503,74.66,74.289,5.12K,-0.21%,17780.00
523,31-Dec-21,74.467,74.431,74.532,74.093,5.56K,0.09%,17560.20
524,03-Jan-22,74.373,74.463,74.484,74.244,2.28K,-0.13%,17516.30
525,04-Jan-22,74.501,74.385,74.712,74.375,5.74K,0.17%,17213.60
526,05-Jan-22,74.28,74.545,74.622,74.253,4.78K,-0.30%,17266.75
527,06-Jan-22,74.38,74.457,74.522,74.325,0,0.13%,17463.80
528,07-Jan-22,74.271,74.457,74.457,74.245,0,-0.15%,17605.85
529,10-Jan-22,74.02,74.23,74.243,74.005,0,-0.34%,17374.75
530,11-Jan-22,73.79,74.025,74.058,73.755,0,-0.31%,16842.80
531,12-Jan-22,73.776,73.802,74.055,73.748,0,-0.02%,17352.45
532,13-Jan-22,73.955,73.783,73.999,73.783,0,0.24%,17322.20
533,14-Jan-22,74.151,73.954,74.221,73.916,0,0.26%,17304.60
534,17-Jan-22,74.238,74.187,74.365,74.125,0,0.12%,17276.30
535,18-Jan-22,74.56,74.254,74.622,74.213,0,0.43%,17206.65
536,19-Jan-22,74.428,74.569,74.735,74.36,0,-0.18%,17092.20
537,20-Jan-22,74.446,74.414,74.533,74.292,0,0.02%,17063.25
538,21-Jan-22,74.383,74.473,74.578,74.276,0,-0.08%,16247.95
539,24-Jan-22,74.615,74.373,74.749,74.298,0,0.31%,16658.40
540,25-Jan-22,74.771,74.645,74.829,74.56,0,0.21%,16793.90
541,26-Jan-22,74.874,74.794,74.967,74.697,0,0.14%,16605.95
542,27-Jan-22,75.188,75.123,75.327,75.054,0,0.42%,16498.05
543,28-Jan-22,75.034,75.22,75.234,74.874,0,-0.20%,16245.35
544,31-Jan-22,74.529,75.033,75.074,74.556,0,-0.67%,15863.15
545,01-Feb-22,74.724,74.563,74.882,74.41,0,0.26%,16013.45
546,02-Feb-22,74.796,74.751,75.022,74.672,0,0.10%,16345.35
547,03-Feb-22,74.639,74.863,74.948,74.623,0,-0.21%,16594.90
548,04-Feb-22,74.64,74.644,74.866,74.613,0,0.00%,16630.45
549,07-Feb-22,74.629,74.699,74.783,74.605,0,-0.02%,16871.30
550,08-Feb-22,74.69,74.641,74.81,74.575,0,0.08%,16663.00
551,09-Feb-22,74.778,74.718,74.872,74.63,0,0.12%,16975.35
552,10-Feb-22,75.074,74.809,75.288,74.804,0,0.40%,17287.05
553,11-Feb-22,75.319,75.315,75.506,75.171,0,0.33%,17117.60
554,14-Feb-22,75.658,75.573,75.712,75.355,0,0.45%,17315.50
555,15-Feb-22,75.149,75.63,75.736,75.162,0,-0.67%,17245.65
556,16-Feb-22,75.022,75.175,75.297,74.947,0,-0.17%,17222.75
557,17-Feb-22,75.1,74.993,75.238,74.953,0,0.10%,17153.00
558,18-Feb-22,74.67,75.075,75.105,74.479,0,-0.57%,17222.00
559,21-Feb-22,74.495,74.584,74.741,74.343,0,-0.23%,17325.30
560,22-Feb-22,74.62,74.697,74.994,74.616,0,0.17%,17498.25
561,23-Feb-22,74.63,74.625,74.73,74.532,0,0.01%,17464.75
562,24-Feb-22,75.6,74.692,75.848,74.657,0,1.30%,17670.45
563,25-Feb-22,75.06,75.428,75.488,75.075,0,-0.71%,18053.40
564,28-Feb-22,75.493,75.76,75.79,75.282,0,0.58%,17957.40
565,01-Mar-22,75.752,75.289,75.816,75.26,0,0.34%,17807.65
566,02-Mar-22,75.611,75.912,75.94,75.569,0,-0.19%,17639.55
567,03-Mar-22,75.943,75.652,76.02,75.603,0,0.44%,17784.35
568,04-Mar-22,76.41,75.935,76.451,75.935,0,0.61%,17674.95
569,07-Mar-22,76.96,76.675,77.173,76.658,0,0.72%,17530.30
570,08-Mar-22,76.89,76.984,77.187,76.715,0,-0.09%,17475.65
571,09-Mar-22,76.355,76.915,77.004,76.317,0,-0.70%,17173.65
572,10-Mar-22,76.29,76.256,76.505,76.056,0,-0.09%,16958.65
573,11-Mar-22,76.483,76.372,76.715,76.249,0,0.25%,17136.55
574,14-Mar-22,76.43,76.663,76.715,76.445,0,-0.07%,17392.60
575,15-Mar-22,76.41,76.47,76.683,76.297,0,-0.03%,17171.95
576,16-Mar-22,76.19,76.266,76.486,76.117,0,-0.29%,16953.95
577,17-Mar-22,75.912,76.056,76.081,75.753,0,-0.36%,17200.80
578,18-Mar-22,76.05,76.079,76.215,76.007,0,0.18%,17038.40
579,21-Mar-22,76.28,76.058,76.293,76.005,0,0.30%,17245.05
580,22-Mar-22,76.131,76.29,76.498,75.995,0,-0.20%,17102.55
581,23-Mar-22,76.52,76.121,76.53,75.977,0,0.51%,17069.10
582,24-Mar-22,76.3,76.53,76.53,76.188,0,-0.29%,16677.60
583,25-Mar-22,76.28,76.246,76.309,76.125,0,-0.03%,16682.65
584,28-Mar-22,76.08,76.325,76.385,76.039,0,-0.26%,16411.25
585,29-Mar-22,75.64,75.98,76.164,75.566,0,-0.58%,16301.85
586,30-Mar-22,75.801,75.662,75.988,75.603,0,0.21%,16240.05
587,31-Mar-22,75.901,75.827,75.968,75.643,0,0.13%,16167.10
588,01-Apr-22,75.973,75.925,76.026,75.846,0,0.09%,15808.00
589,04-Apr-22,75.429,75.92,75.945,75.359,0,-0.72%,15782.15
590,05-Apr-22,75.443,75.44,75.56,75.266,0,0.02%,15842.30
591,06-Apr-22,75.929,75.428,76.077,75.41,0,0.64%,16259.30
592,07-Apr-22,75.891,75.945,76.055,75.762,0,-0.05%,16240.30
593,08-Apr-22,75.938,75.93,76.065,75.702,0,0.06%,15809.40
594,11-Apr-22,75.81,75.962,76.09,75.784,0,-0.17%,16266.15
595,12-Apr-22,76.055,75.94,76.197,75.927,0,0.32%,16214.70
596,13-Apr-22,76.095,76.15,76.28,76.023,0,0.05%,16125.15
597,14-Apr-22,76.265,76.147,76.294,76.074,0,0.22%,16025.80
598,15-Apr-22,76.305,76.309,76.349,76.278,0,0.05%,16170.15
599,18-Apr-22,76.261,76.313,76.435,76.205,0,-0.06%,16352.45
600,19-Apr-22,76.43,76.293,76.573,76.246,0,0.22%,16661.40
601,20-Apr-22,76.241,76.477,76.533,76.149,0,-0.25%,16584.55
602,21-Apr-22,76.241,76.265,76.373,76.076,0,0.00%,16522.75
603,22-Apr-22,76.46,76.296,76.546,76.195,0,0.29%,16628.00
604,25-Apr-22,76.72,76.558,76.788,76.543,0,0.34%,16584.30
605,26-Apr-22,76.66,76.553,76.698,76.436,0,-0.08%,16569.55
606,27-Apr-22,76.605,76.768,76.806,76.49,0,-0.07%,16416.35
607,28-Apr-22,76.66,76.54,76.732,76.419,0,0.07%,16356.25
608,29-Apr-22,76.52,76.618,76.694,76.271,0,-0.18%,16478.10
609,02-May-22,76.47,76.505,76.533,76.334,0,-0.07%,16201.80
610,03-May-22,76.46,76.49,76.692,76.449,0,-0.01%,15774.40
611,04-May-22,76.257,76.453,76.589,76.19,0,-0.27%,15732.10
612,05-May-22,76.492,76.155,76.577,75.99,0,0.31%,15692.15
613,06-May-22,76.956,76.518,77.078,76.512,0,0.61%,15360.60
614,09-May-22,77.35,77.001,77.536,76.988,0,0.51%,15293.50
615,10-May-22,77.202,77.381,77.458,77.115,0,-0.19%,15350.15
616,11-May-22,77.41,77.268,77.509,77.145,0,0.27%,15638.80
617,12-May-22,77.42,77.423,77.635,77.304,0,0.01%,15413.30
618,13-May-22,77.47,77.44,77.562,77.253,0,0.06%,15556.65
619,16-May-22,77.811,77.499,77.915,77.499,0,0.44%,15699.25
620,17-May-22,77.454,77.805,77.81,77.375,0,-0.46%,15832.05
621,18-May-22,77.8,77.463,77.81,77.46,0,0.45%,15850.20
622,19-May-22,77.4,77.815,77.82,77.386,0,-0.51%,15799.10
623,20-May-22,77.85,77.444,77.899,77.432,0,0.58%,15780.25
624,23-May-22,77.517,77.675,77.73,77.439,0,-0.43%,15752.05
625,24-May-22,77.46,77.543,77.687,77.469,0,-0.07%,15835.35
626,25-May-22,77.508,77.479,77.641,77.442,0,0.06%,15810.85
627,26-May-22,77.614,77.502,77.721,77.486,0,0.14%,15989.80
628,27-May-22,77.596,77.638,77.683,77.53,0,-0.02%,16132.90
629,30-May-22,77.537,77.594,77.594,77.473,0,-0.08%,16220.60
630,31-May-22,77.569,77.553,77.746,77.541,0,0.04%,16216.00
631,01-Jun-22,77.55,77.646,77.66,77.442,0,-0.02%,16058.30
632,02-Jun-22,77.382,77.556,77.654,77.383,0,-0.22%,15966.65
633,03-Jun-22,77.592,77.425,77.662,77.385,0,0.27%,15938.65
634,06-Jun-22,77.797,77.69,77.854,77.564,0,0.26%,16049.20
635,07-Jun-22,77.647,77.795,77.841,77.627,0,-0.19%,16278.50
636,08-Jun-22,77.683,77.703,77.791,77.6,0,0.05%,16340.55
637,09-Jun-22,77.8,77.721,77.881,77.686,0,0.15%,16520.85
638,10-Jun-22,78.116,77.78,78.202,77.762,0,0.41%,16605.25
639,13-Jun-22,78.087,78.195,78.313,77.968,0,-0.04%,16719.45
640,14-Jun-22,77.994,78.105,78.105,77.93,0,-0.12%,16631.00
641,15-Jun-22,78.148,78.013,78.229,77.971,0,0.20%,16483.85
642,16-Jun-22,77.949,78.037,78.109,77.911,0,-0.26%,16641.80
643,17-Jun-22,77.935,78.005,78.113,77.944,0,-0.02%,16929.60
644,20-Jun-22,77.899,78.004,78.037,77.856,0,-0.05%,17158.25
645,21-Jun-22,78.116,77.949,78.151,77.929,0,0.28%,17340.05
646,22-Jun-22,78.16,78.135,78.395,78.106,0,0.06%,17345.45
647,23-Jun-22,78.14,78.22,78.386,78.129,0,-0.03%,17388.15
648,24-Jun-22,78.23,78.162,78.365,78.113,0,0.12%,17382.00
649,27-Jun-22,78.42,78.268,78.571,78.193,0,0.24%,17397.50
650,28-Jun-22,78.97,78.449,79.049,78.432,0,0.70%,17525.10
651,29-Jun-22,78.92,79.007,79.07,78.843,0,-0.06%,17534.75
652,30-Jun-22,78.95,78.915,79.095,78.866,0,0.04%,17659.00
653,01-Jul-22,78.928,78.97,79.136,78.805,0,-0.03%,17698.15
654,04-Jul-22,78.909,78.978,79.062,78.859,0,-0.02%,17825.25
655,05-Jul-22,79.271,78.965,79.427,78.945,0,0.46%,17944.25
656,06-Jul-22,79.02,79.163,79.383,78.918,0,-0.32%,17956.50
657,07-Jul-22,79.15,79.048,79.261,78.885,0,0.16%,17758.45
658,08-Jul-22,79.26,79.18,79.435,79.128,0,0.14%,17490.70
659,11-Jul-22,79.41,79.255,79.585,79.255,0,0.19%,17577.50
660,12-Jul-22,79.45,79.466,79.666,79.459,0,0.05%,17604.95
661,13-Jul-22,79.65,79.49,79.87,79.475,0,0.25%,17522.45
662,14-Jul-22,79.89,79.708,80.235,79.666,0,0.30%,17558.90
663,15-Jul-22,79.76,79.867,79.979,79.715,0,-0.16%,17312.90
664,18-Jul-22,79.99,79.817,80.02,79.703,0,0.29%,17759.30
665,19-Jul-22,79.85,79.989,80.072,79.857,0,-0.18%,17542.80
666,20-Jul-22,79.98,79.907,80.067,79.878,0,0.16%,17539.45
667,21-Jul-22,79.85,80.026,80.067,79.76,0,-0.16%,17665.80
668,22-Jul-22,79.83,79.883,79.938,79.803,0,-0.03%,17655.60
669,25-Jul-22,79.691,79.784,79.885,79.678,0,-0.17%,17624.40
670,26-Jul-22,79.843,79.735,79.884,79.692,0,0.19%,17798.75
671,27-Jul-22,79.845,79.823,79.995,79.774,0,0.00%,17833.35
672,28-Jul-22,79.626,79.763,79.855,79.586,0,-0.27%,17936.35
673,29-Jul-22,79.336,79.604,79.604,79.168,0,-0.36%,18070.05
674,01-Aug-22,78.959,79.185,79.241,78.894,0,-0.48%,18003.75
675,02-Aug-22,78.587,78.961,79.002,78.393,0,-0.47%,17877.40
676,03-Aug-22,79.108,78.627,79.243,78.574,0,0.66%,17530.85
677,04-Aug-22,79.16,79.096,79.84,79.048,0,0.07%,17622.25
678,05-Aug-22,79.36,79.16,79.494,78.918,0,0.25%,17816.25
679,08-Aug-22,79.584,79.425,79.689,79.42,0,0.28%,17718.35
680,09-Aug-22,79.563,79.582,79.661,79.497,0,-0.03%,17629.80
681,10-Aug-22,79.09,79.56,79.613,79.018,0,-0.59%,17327.35
682,11-Aug-22,79.58,79.066,79.695,79.066,0,0.62%,17016.30
683,12-Aug-22,79.641,79.61,79.759,79.59,0,0.08%,17007.40
684,15-Aug-22,79.518,79.654,79.658,79.459,0,-0.15%,16858.60
